,Word,Languages,Example
11364,alewiil,Ostschwizertütsch Züritüütsch,s bekanntist werch vom gessner wo probiert hät s alewiil gröösser wüsse vo sinere epoche sistematisch z sichte und z erschlüüsse isch sini viärbändig historia animalium wo postum um ene föifte band ergänzt worden isch 
12902,alewyl,Züritüütsch,wo s heft remmalju vom centro studi walser rimella s eerscht maal usechoo isch händs deet e schrybig presäntiert wo scho vil besser gsy isch aber alewyl na daa und deet echli gspässig für s vertumpft a aso s händs zum byspiil d schrybig oa welen yfüere 
4235,allei,Bärndütsch,die ursprüngleche stammlande vom schwiizer bung ligi nid ir hütige innerschwiiz sondern im ruum bärn u waadtland phouptet dr pfister i sine wärch d waadt wäri nach ihm die eigetleche waldstätt u nit die um e vierwaldstättersee ume dass dört unmüglech chönni d wiege vor eidgenosseschaft lige sigi allei dadermit z begründe dass us dr peripherii nie ä impuls zunere staatsgründig usgöngi im fall vor schwiiz wäri so öppis us städtische rüüm wie bärn oder züri uusgange wo die nötegi wirtschaftschraft vorhande gsi sigi argumäntiert dr pfister 
9302,alleini,Bärndütsch,i bi äleini die wörter lär wie immer u drum ghei i cha mi nur häbe a dir oh baby i schrei das aues us mir u glich ghörsch du nur wie das hauet i mir di gschminkte sätz woni säge imponiere di ni jedes wort isch e huere prostituiert sech für mi u i probiere stundelang schiebe die wörter umenag aber e sunneungergang isch nume e sunneungergang cha nid beschribe s läbe ke haftendi ungerlag s isch dune der fakt dass i zale für das won i mach und ungerlah hät gärn aus schwarz wyss es wär so eifach abr s läbe mischt mis wasser mit pastis und das passt nid i plan und i wünscht mir hätts mys glas verschlage stat mire sprach u vilech hani di ja scho verlore s füert niene meh hi de si wörter aus woni no cha verliere über di i bi alleini di wörter lär wie immer und drum ghei i cha mi nur häbe a dir oh baby i schrei das alles us mir u glich ghörsch du nur wi das hauet i mir u die strophe löh mi nüm schlafe i sege dasch nume e phase doch das isch e phrase so wi di sätz das sy nur phrase aus won i säg efal wien i frääse es git ke rahme dür die bilder i mym chopf won i nimemals wird chönne male aus hätti ke farbe doch das si keni pinsle die wörter si nur hüuse u ke buechstabe isch schwarzpulver gnue zum se füue kes wunder träffe si ni egau wie guet i zile und de geit me gärn i dekig zwüsch de zile u de drücke i der lärschlag wie der abzug ghöre ne klicke wörter gits ersch wäre der läri derzwüsche und wenns nüm z schribe git de schwige i adee adee wäut ade wort halo nüüt i drück der abzu wie der lärschlag ghöre ne klicke wörter gits ersch wäre der läri derzwüsche und wenns nüm z schribe git de schwige i adee adee wäut ade wort halo nüüt i liebe di
3036,allewyl,Baseldytsch,usserdäm het me z basel fryener allewyl franzeesch greedet wenn me sich het welle fyrnähm ussdrugge 
915,alli,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,ebefalls während siinere präsidentschaft isch entschide worde d möglichkeit vo dr mitgliedschaft im ikrk uuszwiite uf alli schwiizer schtaatsaaghörige und demit di vorherigi beschränkig uf genfer bürger uufzgeeh 
13459,allmänd,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch, es paar vo de natuuroase wo d stadt bsunders wott erhalte sind am üetlib rg d allmänd bruunau d ankewäid und d falätsche z wiedike d läigrueb binz wo früener d zürcher ziegelei läi abpoue hät z altstette s dunkelhölzli im nordweschte de chatzesee d auelandschaft w rdhölzli a de limet und s weerebachtobel unen a witike 
228,allne,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,s isch de schmöölscht vo allne byträäg zur schwyzertüütsche gramatik 
2280,allwääg,Züritüütsch,kunscht hät em allwääg au gfale wo n er im meerze mit de schy de jaunpass ufegfälet isch hät er de maaler ernst hodel junior aatroffe und dadruus isch e läbeslangi fründschaft woorde 
11011,alne,Ostschwizertütsch Züritüütsch,er isch aber au de presidänt vo de b rnische leeramtsschuel gsy und tüütschexperte für d matuure an alne gimnaasie im kanton b rn 
20406,alpe,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,dezue isch er überzüügt gsy dass s keltisch und s etruskisch i den alpe no rächt lang wytergläbt hebid 
13458,altdorf,Züritüütsch Bärndütsch,mer weiss dass nach em dorfbrand in altdorf d flüeler e gwüssi aazahl kubik sand und chiis de altdorfer gschenkt händ 
7677,alti,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,d lererwonig isch an gmäindsmetzger won aber de gmäindrat für d sitzige i di alti schuelstube häd müesse inelaa 
10331,alts,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,immer hüüffiger sind lüüt vom radio cho will si no schööns alts züritüütsch gredt hät 
22015,aläss,Baseldytsch Bärndütsch,s lied wird bi offizielle aläss wie z b eröffnigsfiire und militärentlassige gsunge aber au bi private verastaltige vo aller couleur 
13009,ame,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,ame samschtigmorge isch si nöd abecho zum de lade ufzpschlüüse 
2580,amene,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,wenig jaar nach de pänsionierig isch de bauen amene h rzinfarkt gstoorbe 
18505,amig,Züritüütsch,s b rnpiet isch em lieb und tüür gsy aber au s löötschetaal hät er guet gchänt s tessyn wo n er amig i der alte poscht z ascona gwont hät isch em e zwäiti häimet woorde und z itaalie hät er si au wool gfüült 
21745,ammel,Baseldytsch,ammel ligt uff m ü m 
16534,amne,Bärndütsch, dr erschdi grabschdei vom fäld isch vo dr grossdeil vo den usschdelligsschdück chont us de jaare bis d grabmäler si derzit wil sech zweni lüt fürne indressiere amne füechde u schattigen egge vom schosshaldefridhof der witterig usgsetzd um mee bsuecher aa z zie wot ne d leitig vom schosshaldefridhof an ene bsuecherfründlechere ort häretue me wot mid em museumsgrabfäld ir zuekunft o ar bärner museumsnachd mitmache und es sött spezielli füerige im museumsgrabfäld gää 
847,ample,Bärndütsch,är isch schpät am aabe no i ds outo gschtige är hett se wöue gsee hett sini letschte chole für e moscht la lige är hett se wöue gsee är hett e grosse boge um si schtammbeiz zoge är hett se wöue gsee är hett gas gä är isch nid gfaare är isch gfloge nume wüu är se hett wöue gsee hett jedi kurve gschnitte jedi ample ignoriert är hett se wöue gsee är hett im garte vor em huus wo sie woont parkiert är hett se wöue gsee är hett d söcke ufezoge u dr chrage ufeglitzt är hett se wöue gsee u churz überprüft öb d friise no sitzt nume wüu är se hett se wöue gsee sie woont im te schtock dr lift isch nid cho är hett se wöue gsee är isch inegange no chli shaky i de bei är hett se wöue gsee u sie isch grad am lige aber nid allei
8925,amtlig,Baseldytsch,dr bammert oder holzbammert isch bis in die jüngeri zit iine in dr ganze dütsche schwiz en aagstellte in dr forstwirtschaft gsi amtlig git s en hüte nume no im kanton appezäll innerrhode 
12373,ander,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,lüüt vo mänidorf aaghörigi vo bewoner s personal und ander lüüt händ en verein gründet und füered s altershäim im huus zum alte löie sithär wiiter 
9464,anderi,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,z gressoney isch es hauptsächli de valentin curta gsy wo n er sich mit em aagfründt hät jaargang nu das de läser vo d m artikel wäiss das de balmer na ganz anderi gänerazioone hät chönen uusfrööge 
22639,anderne,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,eerscht hät er dänn wider chönen a d uni zrugg und hät deet bim paul zinsli bim walter henzen und bi anderne tüütschi spraach literatuur und volchskund romanischtik und italienischi literatuur gstudiert 
22797,andlau,Baseldytsch, het dr herr vo goullon dr hoof kauft und scho an dr landvogt franz carl vo andlau witerverkauft und dä het en zu sim landvogteisitz gmacht 
6152,ane,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,im zäntrum vom buech staat alagna wo n en syn fründ hans prato und d m syn vater josef anevermittlet händ reschpäktyve di drei schwöschtere vom josef prato nämli d erminia s anni und s tildi prato dezue ane s b rtuli d joane d catljena s c cali d marta s papi d angelo tonne d gibbs tonne d eleonora ales fraue wo de balmer i s h rz gschlosse hät und umgcheert 
9921,anen,Ostschwizertütsch Züritüütsch,dezue anen isch er vo bis au exp rt für de tüütschunterricht im kanton tessyyn gsy 
15454,anenand,Ostschwizertütsch Bärndütsch,me as zwee konsonante anenand sind nie erlaubt 
6560,anere,Ostschwizertütsch Züritüütsch Bärndütsch,wenn mer es gschütz um a displaystyle a dreyt so entschpricht das i eim kilometer entfernig anere siitliche verschiebig vomene meter 
12907,angere,Bärndütsch,öppis wo o uffaut isch dass im bärndütsche im gägesatz zu vilne angere schwyzer dialäkte die person plural als höflechkeitsform prucht wird so seit me z b dir für sie und grüessech abr o i angeren alemannische dialäkt git s ähnlechi gruessformle byspiuswys im schwäbische griass aich gott o i den alemannische gebiet vo öschtrych seit me grüessech gott und au s züritütsch grüezi isch no es relikt us der zyt wo me au z züri gihrzt het grüezi isch nämli e zämesetzig us gott grüez i aso gott grüsse euch 
4459,angeri,Bärndütsch,sehr tüpisch für ds bärndütschen isch das es hüüffig churzi vokale het wo angeri dialäkte längi hei z b schwyz lut wyt wi i de meiste hochalemannische dialäkt sy o im bärndütsche di churze vokalen ir offnige tonsilbe nid dehnt worde z b rede grabe höli im gägesatz zur dehnig vo de churze vokale i de eisilbler z b reed graab hohl 
18211,angerne,Bärndütsch,wi i angerne dialäkte ungerscheidet ds bärndütsche längi u churzi konsonante bzw fortis u lenis derby isch d konsonantelengi unabhängig vo der vokaulengi es cha auso e churze konsonant nach emne churze vokau cho use yne obe oder e länge konsonant nach emne länge vokau by e schlaaffe 
7178,angscht,Züritüütsch Baseldytsch Bärndütsch,de joseph und d maria hond scho ewäng angscht ghet so i de nacht elleinig und zitteret hond se i de kälte 
11341,antiki,Ostschwizertütsch Baseldytsch,de name isch i de antiki nöd nu d bezaichnig vo de göttin gsii sondern vom schwarzwald selber au 
2859,aprile,Züritüütsch,de valentin bühler uusgsproche büeler meerze z iigis hüt es oort i de gmäind landquart aprile z chuur isch en püntner jurischt gsy wo mit em buech davos in seinem walserdialekt vo äis von eerschte tüütschschwyzer tialäktwöörterbüecher gschribe hät 
18911,arbet,Ostschwizertütsch Züritüütsch Baseldytsch Bärndütsch,d arbet wird zum grossteil vo ehrenamtliche junge mänsche erledigt 
48,arbäite,Baseldytsch,dr baasler koolebärg isch zu sällere zit vo duusige vo lüt bevölkeret gsi wo d baasler bürger nid häi welle ass si in dr stadt wooni wo aber usser em bättle e hufe arbäite gmacht häi wo dringend nöötig gsi si doo drzue het s butze vo de kloake ghöört und s chemmifääge und s schleppe vo de kornsegg sit ass s kornhuus im züüghuus am petersblatz ufdoo worden isch bi de hiirichdige häi si im scharfrichder ghulfe wo sälber au uf em koolebärg gläbt het und bi pestepidemie häi si die doote begraabe und häi drfür für jeede doot baasler e chliini abgoob überchoo d freihäitsgnaabe si e korporazioon gsi mit eme hauptmaa si diräkt em riichsvogt understande und häi iiri äigeni grichtsbarkäit ghaa 
17683,archiiv,Baseldytsch,as brivats archiiv het d bis im merz freiwillig beschlosse si historischs archiv ufzdue und akte zuegänglig z mache wo elter as joor alt und nid brivat oder verdraulig si 
5911,archyv,Züritüütsch,z como gits hüt es archyv under em name vom baragiola luege tuet em s stadtmuseeum 
9957,ardikel,Baseldytsch,in de johr noch het dr jacob burckhardt zitwiis as politische redakteur bi de konservative basler nachrichten gschafft het er die dätigkeit zum erste mol underbroche und het se spööter ganz ufgee wil sini ardikel zur aagspannte innepolitische lag in dr schwiz umstritte gsi si zwüsche und het er an dr uni gschafft und het sich zweimol für e baar mönet in italie ufghalte und zwüschedrii isch er z berlin gsi won er sich an dr abfassig vom brockhausschen konversationslexikon bedeiligt het 
5166,arlese,Baseldytsch,dr andlauerhoof z arlese isch e historische herschaftssitz und lit am andlauerwääg er zellt zu de baaselbieter kulturgüeter won e nazionali bedütig häi 
21415,arlise,Baseldytsch,allschwyl umgangssprochlich au schwellheim oder schwelleme hochdytsch allschwil isch e politischi gmeind im bezirk arlise vom kanton basel landschaft in dr schwiiz 
17704,armi,Züritüütsch Baseldytsch Bärndütsch,dur das hät sich t stadt vo därä alte schuld lang nid chöne befre e und s isch im vergliich zu züri än armi stadt blibe än arbeiterstadt ebä 
19448,armuet,Ostschwizertütsch Baseldytsch Bärndütsch,er isch de soo vomene riiche tuechhändler gsii het sich aber vom väterliche erb losgsait und het denn e fromms lebe i absolute armuet gfüert nochem biispil vom jesus vo nazareth imitatio christi 
2030,armä,Bärndütsch,kennet ier das gschichtli scho vo däm armä eskimo wo in grönnland einisch so trurig isch um s läbä cho är het dank am radio fröid ar musig übercho und het dänkt das chani o so isch är iz unglück cho nämlich är hetsech für zwo fläschä läbertran es no guet erhaltnigs djembalo kchouft und hets id höli gno doch wonär fortissimo gschpilt het uf sim djembalo isch en isbär inecho hetnä zwüschä d chralle gno und dier gseht d moral dervo choufet nie es djembalo süsch geits öich grad äbäso wie dem armä eskimo wo in grönland einisch so trurig isch um s läbä chooooo
20966,artiste,Ostschwizertütsch Baseldytsch Bärndütsch,almächtige gott du hesch de himel und d erde gmacht und du hesch a de mensche so mengs guets ggee c e https als wikipedia org wiki wessobrunner gebet ostschwizertütsch gib mer i dinere gnaad rechte glaube und guete wile wiishait und giduld und chraft a de tüüfle z widerstoo und s bösi z öberwinde und din wile verwürkliche ba e https als wikipedia org wiki wiedikon ostschwizertütsch wiedike isch en stadttail vo de stadt züri und bildet de chrais är bistoot us de drüü quartier alt wiedike frieseberg und siilfeld f c https als wikipedia org wiki wiedikon ostschwizertütsch de alti dorfchern wo no e paar alti hüser stönd lit am fuess vom büel gege d schmidi wiedike hii ea f https als wikipedia org wiki wiedikon ostschwizertütsch wiedike het en aigne baanhof vo de sbb und d üetlibergbaan het vier statione i dem stadtchrais ae f https als wikipedia org wiki wiedikon ostschwizertütsch en drittel vo de iiwooner sind usländer d ea https als wikipedia org wiki wiedikon ostschwizertütsch e minderhait bildet die orthodoxe jude wo iri aigni sinagog agudas achim hend und weg irer tracht uuffalet cab b b https als wikipedia org wiki wiedikon ostschwizertütsch im alte dorfchern isch s huus vom hüttige ortsmuseum wiedike beraits för s joor bizügt b c https als wikipedia org wiki wiedikon ostschwizertütsch drüber erhebt sich de büelhügel wo mit villene gsoimlet isch ec ce a https als wikipedia org wiki wiedikon ostschwizertütsch vom büel cha mer öber d stadt luege b c https als wikipedia org wiki wiedikon ostschwizertütsch obwoll de fridhoof siilfeld die grööscht grüealaag vo de stadt isch wiist wiedike wenig öffitlichi grüeflächi uuf cfcbff https als wikipedia org wiki wiedikon ostschwizertütsch da werd uusgliche dur woonsidlige wo nöd selte en grüene hinterhoof hend und au ass de chrais im süüde vo de allmend und im weste vom üetliberg bigrenzt werd f bc b https als wikipedia org wiki wiedikon ostschwizertütsch d hochhüser vom triemlispitool wo ane baut wore sind chamer öber di ganzi stadt gsie über iri architektuur gönd d mainige usenand bb https als wikipedia org wiki wiedikon ostschwizertütsch im gmainschaftszentrum höiriet git s en straichelzoo e https als wikipedia org wiki wiedikon ostschwizertütsch wiedike het es paar fridhööf e e https als wikipedia org wiki wiedikon ostschwizertütsch de grööscht isch de fridhof siilfeld wo birüemti lüt bigrabe sind so de gottfried keller d johanna spyri und de henry dunant c https als wikipedia org wiki wiedikon ostschwizertütsch nöd öffetlich zuegänglich sind die baide israelitische fridhöf a b b https als wikipedia org wiki wiedikon ostschwizertütsch im oste goot wiedike bis a d sihl ff e c https als wikipedia org wiki wiedikon ostschwizertütsch s ostportaal vo de nordrööre vom üetlibergtunnel isch no uf em gebiet vo wiedike s portal vom südtunnel isch im quartier züri laibach defc ba https als wikipedia org wiki wiedikon ostschwizertütsch z wiedike sind scho i de staizit mensche umegloffe wien e isebieli zaigt wo im binz gfunde worden isch fcdbda b https als wikipedia org wiki wiedikon ostschwizertütsch au e paar lanzespitze und anderi objekt us de bronzezit sind gfunde worde e e c https als wikipedia org wiki wiedikon ostschwizertütsch uf em büel obe sind helvetischi gräber usgrabe worde edbd https als wikipedia org wiki wiedikon ostschwizertütsch s dorf wiedike isch vo de alemane gründet worde und bide reformierte büehlchile het mer au e paar alemanischi gräber gfunde aber d bewooner sind arm gsii und d fundstugg drum nöd spektakulär e a https als wikipedia org wiki wiedikon ostschwizertütsch z erschtmol erwänt isch wiedike im joor as uuiedinc houa de perehtolo het em fraumöischter a paar länderaie vermacht c https als wikipedia org wiki wiedikon ostschwizertütsch im mittelalter isch wiedike en königliche riichshoof gsii drum zaigt s hütige woppe vo wiedike de riichsöpfel mit em goldige chrütz fd cbc https als wikipedia org wiki wiedikon ostschwizertütsch da woppe isch zerschtmol im ene woppebueche us em joor abbildet b b https als wikipedia org wiki wiedikon ostschwizertütsch zu de riichsvogtai wiedike het nebet e paar buurehööf au albisriede ghört b f https als wikipedia org wiki wiedikon ostschwizertütsch d grenze im oschte isch uugföör d siil gsii und im weschte d limet d b d f https als wikipedia org wiki wiedikon ostschwizertütsch wäred em alte zürichrieg hend d aidgnosse im joor ganz wiedike abebrennt b da https als wikipedia org wiki wiedikon ostschwizertütsch drufabe hend sich d aidgnosse und d zörcher i de schlacht bi st jakob a de siil tüchtig verhaue wobi nöd nu de zörcher bürgermaister rudolf stüssi gfalen isch a bf https als wikipedia org wiki wiedikon ostschwizertütsch im joor isch s siilfeld zun ere aigne gmaind worde und vo wiedike abtrennt worde https als wikipedia org wiki wiedikon ostschwizertütsch vier joor spöter het wiedike sis aigni bethus öbercho wo hüt under denkmolschutz stoot d a a https als wikipedia org wiki wiedikon ostschwizertütsch noch de französische revolution isch wiedike e selbständigi gmaind gsii dfdd https als wikipedia org wiki wiedikon ostschwizertütsch isch wiedike a s iisebaannetz agschlosse worde doch isch de hütig baanhof e noibau us em joor c b f https als wikipedia org wiki wiedikon ostschwizertütsch isch wiedike zäme mit witere gmainde i d stadt züri iigmaindet worde a https als wikipedia org wiki wiedikon ostschwizertütsch wiedike und ussersiil hend denn de chrais bildet a ccfda https als wikipedia org wiki wiedikon ostschwizertütsch doch isch ussersiil en aigne chrais worde f https als wikipedia org wiki wiedikon ostschwizertütsch isch d büelchile baut worde faceda https als wikipedia org wiki wiedikon ostschwizertütsch wiedike isch vor alem e woonquartier und die paar wenige industrie wo bistande hend sind wegzoge c ecc https als wikipedia org wiki wiedikon ostschwizertütsch uf em büel isch e kantonsschuel f b e https als wikipedia org wiki wiedikon ostschwizertütsch im triemli stönd d hochhüser vom triemlispitool ais vo de grööschte spitööler im kantoo ab https als wikipedia org wiki wiedikon ostschwizertütsch s zentrum vom quartier isch d schmidi wiedike a ebdd https als wikipedia org wiki wiedikon ostschwizertütsch wiedike isch guet vom öffetliche vercheer erschlosse ed a https als wikipedia org wiki wiedikon ostschwizertütsch d sbb füert e lini vom zörcher hoptbaanhof öber wiedike i d ängi und denn em südliche züriseeufer entlang c https als wikipedia org wiki wiedikon ostschwizertütsch d üetlibergbahn verbindet d inestadt mit em üetliberg em huusberg vo züri und haltet viermoll im binz am frieseberg bim schwäighof und im triemli fabeee https als wikipedia org wiki wiedikon ostschwizertütsch d tramlini und faaret zmittst dur wiedike und verbindet s quartier mit de inestadt und em triemli f ea eb https als wikipedia org wiki wiedikon ostschwizertütsch d linie und faaret entlang de westliche grenze und d tramlinie und noierdings au faaret im südliche tail b e https als wikipedia org wiki wilhelm wiget ostschwizertütsch de wilhelm wiget märze z tägersche juni z herisau isch professer för tütschi sprooch und literatur germanistik a de universität tartu dorpat z estland und a de uni zöri gsii da c e https als wikipedia org wiki wilhelm wiget ostschwizertütsch de wilhelm wiget isch em märze z tägersche as soo vom realschuelleerer albert wiget uf d welt choo ff b https als wikipedia org wiki wilhelm wiget ostschwizertütsch er isch z herisau uufgwachse f https als wikipedia org wiki wilhelm wiget ostschwizertütsch nochdem er s gymi z sanggale abgschlosse hät hät er vo bis a de universität zöri bim albert baachme germanistik gstudiert denäbet ono anglistik und psychologii c d https als wikipedia org wiki wilhelm wiget ostschwizertütsch uf aaregig vom albert baachme hät er aafange im toggeborg sproochmaterial sammle zom de toggeborger tielekt gnauer z erfasse und hät promoviert mit em werch die laute der toggenburger mundarten wo als band ix vo de beiträge zur schweizerdeutschen grammatik osechoo isch e c https als wikipedia org wiki wilhelm wiget ostschwizertütsch noch em studium isch er as noochfolger vom hermann blattner vo bis redakter bim schwizerische idiotikon gsii und hät wäred sinene summerferi witters material im toggeborg gsammlet fd https als wikipedia org wiki wilhelm wiget ostschwizertütsch de wilhelm wiget isch uf s schwedisch uppsala ggange woner skandinavischi sprooche studiert het ab bf https als wikipedia org wiki wilhelm wiget ostschwizertütsch ane hät er sich z hamburg i experimenteller foneetik uusbilde loo b https als wikipedia org wiki wilhelm wiget ostschwizertütsch im gliiche joor isch er lektor a de universität z uppsala wore wos em sogär en professuur aapotte hend aber er hät nüd wele uf s schwizerbörgerrächt verzichte e https als wikipedia org wiki wilhelm wiget ostschwizertütsch derför isch er as professer för tütschi sprooch und literatuur a d universität tartu z estland brueffe wore c b https als wikipedia org wiki wilhelm wiget ostschwizertütsch noch de pensionierig vom albert baachme ane isch er as sii noofolger professer a de universität zöri wore c e https als wikipedia org wiki wilhelm wiget ostschwizertütsch aber scho noch zwää joor em juni isch er lungechrank gstorbe b d d https als wikipedia org wiki wilhelm wiget ostschwizertütsch d professur för tütschi sprooch und literatur isch denn an rudolf hotzenköcherle ggange aa c https als wikipedia org wiki wilhelm wiget ostschwizertütsch de wiget isch e sproocheschenii gsii a ea f https als wikipedia org wiki wilhelm wiget ostschwizertütsch er hät e ganzi raije europääischi und orientaalischi sprooche chöne und z dorpat hät er si trotz der aastellig as germanischt au mit em oschtseefinnisch und de finnische määrli ond saage abggää e e b https als wikipedia org wiki wilhelm wiget ostschwizertütsch as profässer hät er z zöri e paar neuerige iigfüert zom biispil s poschtseminar wo me noch de vorläsig daa wa me ghöört hät no hät vertüüffe chöne f ccf https als wikipedia org wiki anna aaron baseldytsch d anna aaron isch z ängland in asie und neuseeland ufgwaggse f a cfe https als wikipedia org wiki anna aaron baseldytsch si het germanistik und philosophii studiert und ihri musikalischi karriere in ere band aagfange dd https als wikipedia org wiki anna aaron baseldytsch het si bim lausanner label two gentlemen mit ere fründin i ll dry your tears little murderer ufgnoh und so ihr debüt as solokünstlere gmacht eb aed https als wikipedia org wiki anna aaron baseldytsch im februar isch d single king of the dogs uusechoo mit airplay unter anderem uf radio srf ihr debüt album isch im august uusechoo und het dr ditel dogs in spirit a e d b https als wikipedia org wiki abart rapper baseldytsch het dr abart afo rappe cbd a d https als wikipedia org wiki abart rapper baseldytsch zsämme mit em mc salamander het er d rapband taktpakt bildet wo hüte no existiert cf d https als wikipedia org wiki abart rapper baseldytsch si hai im ene ufnahmstudio z oberwil bl grappt e b d https als wikipedia org wiki abart rapper baseldytsch an der hip hop night in dr kasärne basel hai si e song live ufgfüehrt wo vo def cut produziert worden isch cb a https als wikipedia org wiki abart rapper baseldytsch spöter isch dr dj tho zur band choo wo vor allem für d cuts verantwortlig gsi isch c bd b https als wikipedia org wiki abart rapper baseldytsch denn het s no meh live ufdritt gee meistens in chliinere lokäl aber si si mit andere bands au im summercasino ufdräte d d f e https als wikipedia org wiki abart rapper baseldytsch en anonyme broduzänt isch denn no drzuechoo und si si as vorband vo bekannte artiste wie blumedopf oder double pact ufdräte c https als wikipedia org wiki abart rapper baseldytsch ändi hai si zsämme mit simonayem und black tiger e mini tour in dr schwiiz gmacht e a https als wikipedia org wiki abart rapper baseldytsch aafang isch die ersti single grundstai as cd und vinyl über wb tal records veröffentligt worde aa f a https als wikipedia org wiki abart rapper baseldytsch nochere arbetsbedingte pause isch streettape erschiine in kollaboration mit dr sissacher rapband freakanoid d c https als wikipedia org wiki abart rapper baseldytsch im gliiche johr isch d ep wasch wichtig zur zit uusechoo e f https als wikipedia org wiki abart rapper baseldytsch denn isch s wider still um d band und um e abart sälber worde efbe d https als wikipedia org wiki abart rapper baseldytsch im johr het im abart siis aktuelle label triple nine recordings si debütalbum wäggselspil uusegee cb e https als wikipedia org wiki abart rapper baseldytsch noch mehrere freetracks und em mixtape netzteil wo gratis gsi isch und hauptsächlig remixes vo eltere tracks din gsi si isch s zweite solo album anderscht unterwäggs erschiine e cc a https als wikipedia org wiki abart rapper baseldytsch zsämme mit de andere triple nine recordings mitgliider isch dr abart au uf de beide sampler giftig und dräggig verdräte e e https als wikipedia org wiki abart rapper baseldytsch zu de songs clubhanger maschinerie und sänkrächtstarte het dr abart offizielli videoclips veröffentligt c d https als wikipedia org wiki heidi abel baseldytsch d heidi abel hett noch dr matuur am basler maidligymnasium und noch dr usbildig a dr kunschtgwärbschuel z basel zeerscht als operatrice und asagere bi dr basler radio und kabelgsellschaft radibus gschafft und denne als asagere vor allem aber au moderatori und redaktori fyr verschideni sändige bim schwyzer färnsee z zyri c https als wikipedia org wiki heidi abel baseldytsch si isch e färnseefrau vo dr erschte stund bim dämzumoll junge schwyzer färnsee und e brägends gsicht vom färnsee vor dytsche schwyz drs gsi d f https als wikipedia org wiki heidi abel baseldytsch d heidi abel het kindersändige wie die welt ist rund d wält isch rund was man weiss und doch nicht kennt was me weiss aber doch nit kennt und e hufe vo noochrichte diskussions und unterhaltigssändige moderiert wie heidi abel sucht plätze für tiere heidi abel suecht es plätzli fyr tier drs aktuell musik und gäste musik und gescht telefilm und anderi mee 
